page,id,linh_vuc,ten_van_ban,so_hieu,ngay_ban_hanh,ngay_hieu_luc,co_quan_ban_hanh,loai,tinh_trang,pdf_url,download_status
33,0209,Công tác sinh viên,Luật thanh niên,57/2020/QH14,23/07/2020,01/01/2021,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/9. Luat thanh nien 2020.pdf,DOWNLOADED
33,0345,Pháp chế,Nghị định 84/2020/NĐ-CP ngày 17/7/2020 của Chính phủ Quy định chi tiết một số điều của Luật Giáo dục,84/2020/NĐ-CP,17/07/2020,17/07/2020,Bộ Giáo dục và Đào tạo,Nghị định,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Nghị định 84_2020_NĐ-CP ngày 17-7-2020  quy định chi tiết một số điều của Luật Giáo dục.pdf,DOWNLOADED
34,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0002 Công tác sinh viên Quy định chế độ, chính sách trong xây dựng, huy động lực lượng dự bị động viên 79/2020/NĐ-CP 08/07/2020 21/08/2020 Chính phủ Nghị định Còn hiệu lực 0001 Công tác sinh viên Sĩ quan dự bị quân đội nhân dân Việt Nam 78/2020/NĐ-CP 06/07/2020 19/08/2020 Chính phủ Nghị định Còn hiệu lực 0046 Khoa học Công nghệ Điều chỉnh Phụ lục “Tiêu chí đánh giá hoạt động khoa học công nghệ hàng năm của Trường Đại học Bách khoa, Đại học Đà Nẵng” 1121/QĐ-ĐHBK 15/06/2020 15/06/2020 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0346 Pháp chế Thông tư số 11/2020/TT-BGDĐT- Thông tư hướng dẫn thực hiện dân chủ trong hoạt động của cơ sở giáo dục công lập 11/2020/TT-BGDĐT 19/05/2020 19/05/2020 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0150 Tổ chức, hành chính Thông tư 10/2020/TT-BGDĐT Quy chế tổ chức và hoạt động của Đại học vùng và các cơ sở giáo dục đại học thành viên 10/2020/TT-BGDĐT 14/05/2020 29/06/2020 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0151 Tuyển sinh Thông tư 09/2020/TT-BGDĐT Quy chế tuyển sinh trình độ đại học; tuyển sinh trình độ cao đẳng ngành Giáo dục Mầm non 09/2020/TT-BGDĐT 07/05/2020 22/06/2020 Bộ Giáo dục và Đào tạo Thông tư Hết hiệu lực 22/07/2022 0184 Hợp tác quốc tế Quyết định 1489/QĐ-ĐHĐN Quy định về công tác quản lý hoạt động hợp tác quốc tế của Đại học Đà Nẵng 1489/QĐ-ĐHĐN 06/05/2020 06/05/2020 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0185 Đào tạo Quyết định 1356/QĐ-ĐHĐN Quy định quản lý văn bằng chứng chỉ của Đại học Đà Nẵng 1356/QĐ-ĐHĐN 22/04/2020 22/04/2020 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0195 Đào tạo Ban hành Kế hoạch thực hiện Khung trình độ quốc gia Việt Nam đối với các trình độ của giáo dục đại học, giai đoạn 2020-2025 436/QĐ-TTg 30/03/2020 30/03/2020 Thủ tướng Chính phủ Quyết định, Quy định Còn hiệu lực 0140 Đào tạo Quyết định 821/QĐ-BGDĐT Quyết định Ban hành Quy định về quản lý việc in, cấp phôi bằng tốt nghiệp trung học cơ sở, bằng tốt nghiệp trung học phổ thông và phôi chứng chỉ của hệ thống giáo dục quố-c dân tại cơ quan Bộ Giáo dục và Đào tạo 821/QĐ-BGDĐT 24/03/2020 24/03/2020 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2021m9_100000000.3408572PBQPPL_CVD_821.pdf,DOWNLOADED
34,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
34,0002,Công tác sinh viên,"Quy định chế độ, chính sách trong xây dựng, huy động lực lượng dự bị động viên",79/2020/NĐ-CP,08/07/2020,21/08/2020,Chính phủ,Nghị định,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2.Nghi%20dinh_%2079_2020_ND-CP_Quy%20đinh%20che%20do%20chinh%20sach%20trong%20xay%20dung...pdf,DOWNLOADED
34,0001,Công tác sinh viên,Sĩ quan dự bị quân đội nhân dân Việt Nam,78/2020/NĐ-CP,06/07/2020,19/08/2020,Chính phủ,Nghị định,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1.Nghi%20dinh_78_2020_NĐ-CP_Si%20quan%20du%20bi%20QĐNDVN.pdf,DOWNLOADED
34,0046,Khoa học Công nghệ,"Điều chỉnh Phụ lục “Tiêu chí đánh giá hoạt động khoa học công nghệ hàng năm của Trường Đại học Bách khoa, Đại học Đà Nẵng”",1121/QĐ-ĐHBK,15/06/2020,15/06/2020,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/12_KHCN_QD1121_dieu%20chinh%20Phu%20luc%20Tieu%20chi%20DG%20hoat%20dong%20KH%26CN%20hang%20nam%20cua%20Truong%20DHBK%20DHDN.PDF,DOWNLOADED
34,0346,Pháp chế,Thông tư số 11/2020/TT-BGDĐT- Thông tư hướng dẫn thực hiện dân chủ trong hoạt động của cơ sở giáo dục công lập,11/2020/TT-BGDĐT,19/05/2020,19/05/2020,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/THONG TU 11_2020TT-BGDĐT.pdf,DOWNLOADED
34,0150,"Tổ chức, hành chính",Thông tư 10/2020/TT-BGDĐT Quy chế tổ chức và hoạt động của Đại học vùng và các cơ sở giáo dục đại học thành viên,10/2020/TT-BGDĐT,14/05/2020,29/06/2020,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2020m5_100000000.134786PBQPPL_CVD_Thongtu10.2020.pdf,DOWNLOADED
34,0151,Tuyển sinh,Thông tư 09/2020/TT-BGDĐT Quy chế tuyển sinh trình độ đại học; tuyển sinh trình độ cao đẳng ngành Giáo dục Mầm non,09/2020/TT-BGDĐT,07/05/2020,22/06/2020,Bộ Giáo dục và Đào tạo,Thông tư,Hết hiệu lực 22/07/2022,,NO_PDF
34,0184,Hợp tác quốc tế,Quyết định 1489/QĐ-ĐHĐN Quy định về công tác quản lý hoạt động hợp tác quốc tế của Đại học Đà Nẵng,1489/QĐ-ĐHĐN,06/05/2020,06/05/2020,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2020m5_100000000.1986895DHDN_CVDi_1489.QD-DHDN_06.5.20.pdf,DOWNLOADED
34,0185,Đào tạo,Quyết định 1356/QĐ-ĐHĐN Quy định quản lý văn bằng chứng chỉ của Đại học Đà Nẵng,1356/QĐ-ĐHĐN,22/04/2020,22/04/2020,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2021m8_100000000.533424DHDN_CVDi_1356-2020-QD_ban_hanh_quy_dinh_quan_ly_van_bang_chung_chi_cua_DHDN.pdf,DOWNLOADED
34,0195,Đào tạo,"Ban hành Kế hoạch thực hiện Khung trình độ quốc gia Việt Nam đối với các trình độ của giáo dục đại học, giai đoạn 2020-2025",436/QĐ-TTg,30/03/2020,30/03/2020,Thủ tướng Chính phủ,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/quyet-dinh-436-qd-ttg-2020-ke-hoach-thuc-hien-khung-trinh-do-quoc-gia.pdf,DOWNLOADED
34,0140,Đào tạo,"Quyết định 821/QĐ-BGDĐT Quyết định Ban hành Quy định về quản lý việc in, cấp phôi bằng tốt nghiệp trung học cơ sở, bằng tốt nghiệp trung học phổ thông và phôi chứng chỉ của hệ thống giáo dục quố-c dân tại cơ quan Bộ Giáo dục và Đào tạo",821/QĐ-BGDĐT,24/03/2020,24/03/2020,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2021m9_100000000.3408572PBQPPL_CVD_821.pdf,DOWNLOADED
35,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0152 Tuyển sinh Thông tư 07/2020/TT-BGDĐT Thông tư 07/2020/TT-BGDĐT sửa đổi Thông tư 06/2018/TT-BGĐDT quy định về xác định chỉ tiêu tuyển sinh trình độ trung cấp, cao đẳng các ngành đào tạo giáo viên; trình độ đại học, thạc sĩ, tiến sĩ, được sửa đổi tại Thông 01/2019/TT-BGDĐT do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành 07/2020/TT-BGDĐT 20/03/2020 05/05/2020 Bộ Giáo dục và Đào tạo Thông tư Hết hiệu lực 04/03/2022 0013 Công tác sinh viên Sửa đổi Phụ lục kèm theo Quyết định số 2721/QĐ-ĐHĐN ngày 10/8/2018 của Đại học Đà Nẵng về việc ban hành Quy chế Công tác sinh viên Đại học Đà Nẵng đối với chương trình đào tạo đại học hệ chính quy 973/QĐ-ĐHĐN 20/03/2020 20/03/2020 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0114 Tổ chức, hành chính Nghị định 30/2020/NĐ-CP Nghị định về công tác văn thư 30/2020/NĐ-CP 05/03/2020 05/03/2020 Chính phủ Nghị định Còn hiệu lực 0186 Tổ chức, hành chính Quyết định 637/QĐ-ĐHĐN Quy chế phục vụ cộng đồng đối với công chức, viên chức và người lao động tại Đại học Đà Nẵng 637/QĐ-ĐHĐN 21/02/2020 21/02/2020 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0035 Đào tạo Quy định biên soạn, thẩm định và đánh giá, lựa chọn, duyệt sách phục vụ đào tạo của Trường Đại học Bách khoa, Đại học Đà Nẵng 04/QĐ-ĐHBK 02/01/2020 02/01/2020 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0123 Tổ chức, hành chính Nghị định 99/2019/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật Giáo dục đại học 99/2019/NĐ-CP 30/12/2019 15/02/2020 Chính phủ Nghị định Còn hiệu lực 0300 Thanh tra, kiểm tra Thông tư sửa đổi, bổ sung một số điều của Thông tư số 40/2013/TT-BGDĐT ngày 18/12/2013 của Bộ GDĐT quy định về tiếp công dân, giải quyết khiếu nại, giải quyết tố cáo của Bộ GDĐT 25/2019/TT-BGDĐT 30/12/2019 15/02/2020 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0349 Pháp chế Luật sửa đổi, bổ sung một số điều của luật cán bộ, công chức và viên chức 52/2019/QH14 27/12/2019 27/12/2019 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0022 Tổ chức, hành chính Quy trình bổ nhiệm giáo sư, phó giáo sư tại Trường Đại học Bách khoa, Đại học Đà Nẵng 3521/QĐ-ĐHBK 25/12/2019 25/12/2019 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0086 Tổ chức, hành chính Luật 52/2019/QH14 Luật sửa đổi, bổ sung một số điều của Luật Cán bộ, Công chức và Luật Viên chức 51/2019/QH14 25/11/2019 01/07/2020 Quốc hội Luật, Pháp lệnh Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2022m1_100000000.6151242PBQPPL_CVD_405729.pdf,DOWNLOADED
35,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
35,0152,Tuyển sinh,"Thông tư 07/2020/TT-BGDĐT Thông tư 07/2020/TT-BGDĐT sửa đổi Thông tư 06/2018/TT-BGĐDT quy định về xác định chỉ tiêu tuyển sinh trình độ trung cấp, cao đẳng các ngành đào tạo giáo viên; trình độ đại học, thạc sĩ, tiến sĩ, được sửa đổi tại Thông 01/2019/TT-BGDĐT do Bộ trưởng Bộ Giáo dục và Đào tạo ban hành",07/2020/TT-BGDĐT,20/03/2020,05/05/2020,Bộ Giáo dục và Đào tạo,Thông tư,Hết hiệu lực 04/03/2022,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2020m4_100000000.2334712PBQPPL_CVD_Thongtu07.2020.pdf,DOWNLOADED
35,0013,Công tác sinh viên,Sửa đổi Phụ lục kèm theo Quyết định số 2721/QĐ-ĐHĐN ngày 10/8/2018 của Đại học Đà Nẵng về việc ban hành Quy chế Công tác sinh viên Đại học Đà Nẵng đối với chương trình đào tạo đại học hệ chính quy,973/QĐ-ĐHĐN,20/03/2020,20/03/2020,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/13.Quyet%20dinh_973_QĐ-ĐHĐN_%20BH%20Quy%20che%20CTSV%20ĐHĐN%20doi%20voi%20CTĐT%20dai%20hoc%20he%20chinh%20quy.PDF,DOWNLOADED
35,0114,"Tổ chức, hành chính",Nghị định 30/2020/NĐ-CP Nghị định về công tác văn thư,30/2020/NĐ-CP,05/03/2020,05/03/2020,Chính phủ,Nghị định,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2020m5_100000000.59659PBQPPL_CVD_ND_30-2020.pdf,DOWNLOADED
35,0186,"Tổ chức, hành chính","Quyết định 637/QĐ-ĐHĐN Quy chế phục vụ cộng đồng đối với công chức, viên chức và người lao động tại Đại học Đà Nẵng",637/QĐ-ĐHĐN,21/02/2020,21/02/2020,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2021m6_100000000.533424DHDN_CVDi_QD_637_QChe_PV_cong_dong_2020_0001.pdf,DOWNLOADED
35,0035,Đào tạo,"Quy định biên soạn, thẩm định và đánh giá, lựa chọn, duyệt sách phục vụ đào tạo của Trường Đại học Bách khoa, Đại học Đà Nẵng",04/QĐ-ĐHBK,02/01/2020,02/01/2020,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/06_Daotao_QD04%20BH%20Quy%20dinh%20bien%20soan%20tham%20dinh%20va%20danh%20gia%20lua%20chon%20duyet%20sach%20phuc%20vu%20dao%20tao%20cua%20Truong%20DHBK-DHDN.PDF,DOWNLOADED
35,0123,"Tổ chức, hành chính","Nghị định 99/2019/NĐ-CP Quy định chi tiết và hướng dẫn thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật Giáo dục đại học",99/2019/NĐ-CP,30/12/2019,15/02/2020,Chính phủ,Nghị định,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2020m1_100000000.533424PBQPPL_CVD_Nghi_dinh_99.pdf,DOWNLOADED
35,0300,"Thanh tra, kiểm tra","Thông tư sửa đổi, bổ sung một số điều của Thông tư số 40/2013/TT-BGDĐT ngày 18/12/2013 của Bộ GDĐT quy định về tiếp công dân, giải quyết khiếu nại, giải quyết tố cáo của Bộ GDĐT",25/2019/TT-BGDĐT,30/12/2019,15/02/2020,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/10. TT so 25_2019_TT-BGDDT_Thong tu sua soi mot so dieu TT 40.pdf,DOWNLOADED
35,0349,Pháp chế,"Luật sửa đổi, bổ sung một số điều của luật cán bộ, công chức và viên chức",52/2019/QH14,27/12/2019,27/12/2019,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/13. Luật 52_2019_QH14_Luật cán bộ, công chức và Luật Viên chức sửa đổi 2019.pdf",DOWNLOADED
35,0022,"Tổ chức, hành chính","Quy trình bổ nhiệm giáo sư, phó giáo sư tại Trường Đại học Bách khoa, Đại học Đà Nẵng",3521/QĐ-ĐHBK,25/12/2019,25/12/2019,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/20_TCHC_QD%20BH%20Quy%20trinh%20bo%20nhiem%20Giao%20su-%20Pho%20Giao%20su%20tai%20Truong%20DHBK-DHDN.PDF,DOWNLOADED
35,0086,"Tổ chức, hành chính","Luật 52/2019/QH14 Luật sửa đổi, bổ sung một số điều của Luật Cán bộ, Công chức và Luật Viên chức",51/2019/QH14,25/11/2019,01/07/2020,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2022m1_100000000.6151242PBQPPL_CVD_405729.pdf,DOWNLOADED
36,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0087 Tổ chức, hành chính Luật 45/2019/QH14 Bộ Luật lao động 45/2019/QH14 20/11/2019 01/01/2021 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0197 Thi đua, khen thưởng Thông tư số 12/2019/TT-BNV ngày 04/11/2019 của Bộ Nội vụ Quy định chi tiết thi hành một số điều của Nghị định số 91/2017/NĐ-CP ngày 31/7/2017 của Chính phủ Quy định chi tiết thi hành một số điều của Luật thi đua, khen thưởng 12/2019/TT-BNV 04/11/2019 01/01/2020 Bộ Nội vụ Thông tư Hết hiệu lực 01/01/2024 0334 Thi đua, khen thưởng Kế hoạch số 871/KH-BGDĐT ngày 20/8/2019 của Bộ trưởng Bộ GDĐT triển khai thực hiện Phong trào thi đua “Cán bộ, công chức, viên chức thi đua thực hiện văn hóa công sở” ngành Giáo dục giai đoạn 2019-2025 871/KH-BGDĐT 20/08/2019 20/08/2019 Bộ Giáo dục và Đào tạo Kế hoạch Còn hiệu lực 0089 Tổ chức, hành chính Luật Giáo dục 2019_43_2019_QH14 (hiệu lực 01/07/2020) 43/2019/QH14 20/07/2019 01/07/2020 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0044 Đào tạo Quy định tổ chức dánh giá học tập của sinh viên đại học, học viên cao học của Trường Đại học Bách khoa, Đại học Đà Nẵng 1980/QĐ-ĐHBK 18/07/2019 18/07/2019 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0213 Khảo thí Quy định tổ chức đánh giá học tập của sinh viên đại học, học viên cao học của Trường Đại học Bách khoa, đại học Đại học Đà Nẵng 1980/QĐ-ĐHBK 18/07/2019 18/07/2019 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0291 Thanh tra, kiểm tra Nghị định quy định chi tiết một số điều và biện pháp thi hành Luật phòng, chống tham nhũng 59/2019/NĐ-CP 01/07/2019 15/08/2019 Chính phủ Nghị định Còn hiệu lực 0344 Pháp chế Thông tư 04/2019/TT-BKHCN về quy định sử dụng hóa chất để thực hiện thí nghiệm, nghiên cứu khoa học (ban hành ngày 26/6/2019, có hiệu lực ngày 15/9/2019) 04/2019/TT-BKHCN 26/06/2019 15/09/2019 Bộ Khoa học và Công nghệ Thông tư Còn hiệu lực 0041 Đào tạo Quy định đào tạo đại học hệ chính quy liên thông từ cao đẳng 1779/QĐ-ĐHBK 18/06/2019 18/06/2019 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0102 Cơ sở vật chất, xây dựng Luật 39/2019/QH14 Luật Đầu tư công 2019 39/2019/QH14 13/06/2019 01/01/2020 Quốc hội Luật, Pháp lệnh Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2021m7_100000000.1412348PBQPPL_CVD_Luatdautu_cong.pdf,DOWNLOADED
36,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
36,0087,"Tổ chức, hành chính",Luật 45/2019/QH14 Bộ Luật lao động,45/2019/QH14,20/11/2019,01/01/2021,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2022m1_100000000.7767966PBQPPL_CVD_333670.pdf,DOWNLOADED
36,0197,"Thi đua, khen thưởng","Thông tư số 12/2019/TT-BNV ngày 04/11/2019 của Bộ Nội vụ Quy định chi tiết thi hành một số điều của Nghị định số 91/2017/NĐ-CP ngày 31/7/2017 của Chính phủ Quy định chi tiết thi hành một số điều của Luật thi đua, khen thưởng",12/2019/TT-BNV,04/11/2019,01/01/2020,Bộ Nội vụ,Thông tư,Hết hiệu lực 01/01/2024,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/3. Thông tư 12_2019_TT-BNV quy định chi tiết thi hành một số điều của NĐ 91_2017_NĐ-CP.pdf,DOWNLOADED
36,0334,"Thi đua, khen thưởng","Kế hoạch số 871/KH-BGDĐT ngày 20/8/2019 của Bộ trưởng Bộ GDĐT triển khai thực hiện Phong trào thi đua “Cán bộ, công chức, viên chức thi đua thực hiện văn hóa công sở” ngành Giáo dục giai đoạn 2019-2025",871/KH-BGDĐT,20/08/2019,20/08/2019,Bộ Giáo dục và Đào tạo,Kế hoạch,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/7. Kế hoạch_871_KH_BGDĐT triển khai thực hiện phong trào thi đua CBCCVC thi đua thực hiện văn hóa công sở.pdf,DOWNLOADED
36,0089,"Tổ chức, hành chính",Luật Giáo dục 2019_43_2019_QH14 (hiệu lực 01/07/2020),43/2019/QH14,20/07/2019,01/07/2020,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Luat Giao duc 2019_43_2019_QH14 (hieu luc 01072020).pdf,DOWNLOADED
36,0044,Đào tạo,"Quy định tổ chức dánh giá học tập của sinh viên đại học, học viên cao học của Trường Đại học Bách khoa, Đại học Đà Nẵng",1980/QĐ-ĐHBK,18/07/2019,18/07/2019,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/16_KTDBCL_QD1980%20ve%20Quy%20dinh%20TCDG%20hoc%20tap%20cua%20SV%20DH-hoc%20vien%20cao%20hoc%20cua%20Truong%20DHBK.PDF,DOWNLOADED
36,0213,Khảo thí,"Quy định tổ chức đánh giá học tập của sinh viên đại học, học viên cao học của Trường Đại học Bách khoa, đại học Đại học Đà Nẵng",1980/QĐ-ĐHBK,18/07/2019,18/07/2019,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/(DT) 2019_DHBK_1980_QD Danh_Gia HocTap SV HocVien.PDF,DOWNLOADED
36,0291,"Thanh tra, kiểm tra","Nghị định quy định chi tiết một số điều và biện pháp thi hành Luật phòng, chống tham nhũng",59/2019/NĐ-CP,01/07/2019,15/08/2019,Chính phủ,Nghị định,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2. ND so 59_2019. Quy dinh mot so dieu va bien phap thi hanh Luat Phong Chong Tham Nhung.pdf,DOWNLOADED
36,0344,Pháp chế,"Thông tư 04/2019/TT-BKHCN về quy định sử dụng hóa chất để thực hiện thí nghiệm, nghiên cứu khoa học (ban hành ngày 26/6/2019, có hiệu lực ngày 15/9/2019)",04/2019/TT-BKHCN,26/06/2019,15/09/2019,Bộ Khoa học và Công nghệ,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/TT04_2019_TT_BKHCN.pdf,DOWNLOADED
36,0041,Đào tạo,Quy định đào tạo đại học hệ chính quy liên thông từ cao đẳng,1779/QĐ-ĐHBK,18/06/2019,18/06/2019,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/10_Daotao_QD1779%20BH%20Quy%20dinh%20DT%20dai%20hoc%20he%20CQ%20lien%20thong%20tu%20cao%20dang.PDF,DOWNLOADED
36,0102,"Cơ sở vật chất, xây dựng",Luật 39/2019/QH14 Luật Đầu tư công 2019,39/2019/QH14,13/06/2019,01/01/2020,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2021m7_100000000.1412348PBQPPL_CVD_Luatdautu_cong.pdf,DOWNLOADED
