page,id,linh_vuc,ten_van_ban,so_hieu,ngay_ban_hanh,ngay_hieu_luc,co_quan_ban_hanh,loai,tinh_trang,pdf_url,download_status
1,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0494 Đào tạo Quy chế văn bằng, chứng chỉ của Đại học Đà Nẵng New 3107/QĐ-ĐHĐN 10/08/2026 10/08/2026 Đại học Đà Nẵng Quy chế Còn hiệu lực 0491 Đào tạo Thông tư quy định quy trình biên soạn, ban hành chương trình, giáo trình dạy và học các môn học, học phần bắt buộc sử dụng chung trong chương trình đào tạo các trình độ của giáo dục đại học New 62/2026/TT-BGDĐT 28/07/2026 28/07/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0493 Học liệu, truyền thông Thông tư quy định về khai thác, sử dụng tài nguyên giáo dục mở trong hoạt động giáo dục đại học New 61/2026/TT-BGDĐT 17/07/2026 17/07/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0492 Đào tạo Thông tư ban hành Quy chế đào tạo trình độ đại học 56/2026/TT-BGDĐT 07/07/2026 07/07/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0490 Tuyển sinh Thông tư ban hành Quy chế tuyển sinh và đào tạo sau đại học 53/2026/TT-BGDĐT 30/06/2026 30/06/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0481 Công nghệ thông tin, CĐS Thông tư quy định ứng dụng công nghệ trong giáo dục đại học, giáo dục nghề nghiệp 49/2026/TT-BGDĐT 30/06/2026 30/06/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0485 Tổ chức, hành chính Nghị định quy định về tuyển dụng, sử dụng và quản lý viên chức 259/2026/NĐ-CP 30/06/2026 30/06/2026 Chính phủ Nghị định Còn hiệu lực 0482 Công nghệ thông tin, CĐS Quyết định ban hành Khung kiến trúc dữ liệu, Khung quản trị, quản lý dữ liệu Bộ Giáo dục và Đào tạo (ver 1.0) 1866/QĐ-BGDĐT 29/06/2026 29/06/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0483 Công nghệ thông tin, CĐS Quyết định ban hành quy định cơ chế thử nghiệm có kiểm soát đối với ứng dụng công nghệ thực - ảo trong giáo dục 1829/QĐ-BGDĐT 26/06/2026 26/06/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0486 Tổ chức, hành chính Nghị định quy định về vị trí việc làm viên chức 232/2026/NĐ-CP 26/06/2026 26/06/2026 Chính phủ Nghị định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Nghi dinh so 232_2026_ND-CP_Quy dinh ve vi tri viec lam vien chuc.pdf,DOWNLOADED
1,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
1,0494,Đào tạo,"Quy chế văn bằng, chứng chỉ của Đại học Đà Nẵng New",3107/QĐ-ĐHĐN,10/08/2026,10/08/2026,Đại học Đà Nẵng,Quy chế,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/QC VBCC DHDN.pdf,DOWNLOADED
1,0491,Đào tạo,"Thông tư quy định quy trình biên soạn, ban hành chương trình, giáo trình dạy và học các môn học, học phần bắt buộc sử dụng chung trong chương trình đào tạo các trình độ của giáo dục đại học New",62/2026/TT-BGDĐT,28/07/2026,28/07/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1409 - 62 TT QyD quy trinh bien soan BHCtr giao trinh day va hoc cac mon hoc hoc phan bat buoc sd chung trong CTDT cua GDDH.pdf,DOWNLOADED
1,0493,"Học liệu, truyền thông","Thông tư quy định về khai thác, sử dụng tài nguyên giáo dục mở trong hoạt động giáo dục đại học New",61/2026/TT-BGDĐT,17/07/2026,17/07/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1343 - 61 Thong tu QyD ve khai thac su dung tai nguyen giao duc mo trong hoat dong GDDH.pdf,DOWNLOADED
1,0492,Đào tạo,Thông tư ban hành Quy chế đào tạo trình độ đại học,56/2026/TT-BGDĐT,07/07/2026,07/07/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1408 - 56 Thong tu ban hanh Quy che dao tao trinh do dai hoc.pdf,DOWNLOADED
1,0490,Tuyển sinh,Thông tư ban hành Quy chế tuyển sinh và đào tạo sau đại học,53/2026/TT-BGDĐT,30/06/2026,30/06/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1278 - 53.2026 Thong tu ban hanh Quy che TS va dao tao sau dai hoc.pdf,DOWNLOADED
1,0481,"Công nghệ thông tin, CĐS","Thông tư quy định ứng dụng công nghệ trong giáo dục đại học, giáo dục nghề nghiệp",49/2026/TT-BGDĐT,30/06/2026,30/06/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1206 - 49 TT quy dinh ung dung cong nghe trong GDDH giao duc nghe nghiep.pdf,DOWNLOADED
1,0485,"Tổ chức, hành chính","Nghị định quy định về tuyển dụng, sử dụng và quản lý viên chức",259/2026/NĐ-CP,30/06/2026,30/06/2026,Chính phủ,Nghị định,Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Nghi dinh so 259_2026_ND-CP_Quy định ve tuyen dung, sư dung va quan ly vien chưc.pdf",DOWNLOADED
1,0482,"Công nghệ thông tin, CĐS","Quyết định ban hành Khung kiến trúc dữ liệu, Khung quản trị, quản lý dữ liệu Bộ Giáo dục và Đào tạo (ver 1.0)",1866/QĐ-BGDĐT,29/06/2026,29/06/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1866_QD_BGDDT.signed.pdf,DOWNLOADED
1,0483,"Công nghệ thông tin, CĐS",Quyết định ban hành quy định cơ chế thử nghiệm có kiểm soát đối với ứng dụng công nghệ thực - ảo trong giáo dục,1829/QĐ-BGDĐT,26/06/2026,26/06/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1196 - 1829 QDBH quy dinh co che thu nghiem co kiem soat doi voi ung dung CN thuc - ao trong giao duc.pdf,DOWNLOADED
1,0486,"Tổ chức, hành chính",Nghị định quy định về vị trí việc làm viên chức,232/2026/NĐ-CP,26/06/2026,26/06/2026,Chính phủ,Nghị định,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Nghi dinh so 232_2026_ND-CP_Quy dinh ve vi tri viec lam vien chuc.pdf,DOWNLOADED
2,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0480 Tuyển sinh Quyết định ban hành Quy chế tuyển sinh đào tạo trình độ đại học hình thức thường xuyên, phương thức tổ chức đào tạo kết hợp giữa trực tiếp và từ xa của ĐHĐN 2414/QĐ-ĐHĐN 19/06/2026 19/06/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0479 Thi đua, khen thưởng Quyết định ban hành Quy chế tổ chức và hoạt động của Hội đồng Thi đua - Khen thưởng Bộ Giáo dục và Đào tạo 1609/QĐ-BGDĐT 12/06/2026 12/06/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0478 Tổ chức, hành chính Quyết định ban hành Quy chế thực hiện dân chủ trong hoạt động của Đại học Đà Nẵng 2152/QĐ-ĐHĐN 04/06/2026 04/06/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0487 Tổ chức, hành chính Nghị định quy định chế độ phụ cấp ưu đãi theo nghề đối với nhà giáo, cán bộ quản lý cơ sở giáo dục và nhân sự hỗ trợ giáo dục công tác trong cơ sở giáo dục công lập 182/2026/NĐ-CP 22/05/2026 22/05/2026 Chính phủ Nghị định Còn hiệu lực 0489 Đào tạo Quyết định ban hành Quy định về tổ chức và quản lý liên kết đào tạo với nước ngoài tại các đơn vị thuộc, trực thuộc Đại học Đà Nẵng 1841/QĐ-ĐHĐN 14/05/2026 14/05/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0477 Học liệu, truyền thông Quyết định ban hành Quy chế quản lý, vận hành và cung cấp thông tin trên Cổng Thông tin điện tử của Bộ Giáo dục và Đào tạo 1099/QĐ-BGDĐT 07/05/2026 07/05/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0474 Đào tạo Quyết định ban hành Chuẩn chương trình đào tạo về đường sắt trình độ đại học 1061/QĐ-BGDĐT 04/05/2026 04/05/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0475 Đào tạo Quyết định ban hành Chuẩn chương trình đào tạo trình độ đại học các ngành về điện hạt nhân 1050/QĐ-BGDĐT 04/05/2026 04/05/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0476 Tổ chức, hành chính Quyết định công bố thủ tục hành chính được sửa đổi, bổ sung hoặc thay thế; thủ tục hành chính bị bãi bỏ lĩnh vực giáo dục đại học thuộc phạm vi, chức năng quản lý của Bộ Giáo dục và Đào tạo 1060/QĐ-BGDĐT 04/05/2026 04/05/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0468 Tuyển sinh Quyết định ban hành Quy chế tuyển sinh các ngành đào tạo trình độ đại học hình thức đào tạo chính quy của Đại học Đà Nẵng 1478/QĐ-ĐHĐN 16/04/2026 16/04/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/652 QD ban hanh Quy che TS cac nganh dao tao trinh do dai hoc hinh thuc DTCQ cua DHDN.pdf,DOWNLOADED
2,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
2,0480,Tuyển sinh,"Quyết định ban hành Quy chế tuyển sinh đào tạo trình độ đại học hình thức thường xuyên, phương thức tổ chức đào tạo kết hợp giữa trực tiếp và từ xa của ĐHĐN",2414/QĐ-ĐHĐN,19/06/2026,19/06/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1125 - 2414 QDBH quy che TSDT trinh do dai hoc hinh thuc TX phuong thuc to chuc DT ket hop giua truc tiep va tu xa cua DHDN.pdf,DOWNLOADED
2,0479,"Thi đua, khen thưởng",Quyết định ban hành Quy chế tổ chức và hoạt động của Hội đồng Thi đua - Khen thưởng Bộ Giáo dục và Đào tạo,1609/QĐ-BGDĐT,12/06/2026,12/06/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1045 - 1609 QD ban hanh Quy che to chuc va hoat dong cua Hoi dong Thi dua - Khen thuong Bo GD va DT.pdf,DOWNLOADED
2,0478,"Tổ chức, hành chính",Quyết định ban hành Quy chế thực hiện dân chủ trong hoạt động của Đại học Đà Nẵng,2152/QĐ-ĐHĐN,04/06/2026,04/06/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/990 - 2152 QD ban hanh Quy che thuc hien dan chu trong hoat dong cua DHDN.pdf,DOWNLOADED
2,0487,"Tổ chức, hành chính","Nghị định quy định chế độ phụ cấp ưu đãi theo nghề đối với nhà giáo, cán bộ quản lý cơ sở giáo dục và nhân sự hỗ trợ giáo dục công tác trong cơ sở giáo dục công lập",182/2026/NĐ-CP,22/05/2026,22/05/2026,Chính phủ,Nghị định,Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Nghi dinh so_182_2026_ND-CP_Quy dinh che do phu cap uu dai doi voi Nha giao, can bo quan ly CSGD trong cac CSGD cong lap.pdf",DOWNLOADED
2,0489,Đào tạo,"Quyết định ban hành Quy định về tổ chức và quản lý liên kết đào tạo với nước ngoài tại các đơn vị thuộc, trực thuộc Đại học Đà Nẵng",1841/QĐ-ĐHĐN,14/05/2026,14/05/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m6_639165940341944483DHDN_CVDi_Quyet_dinh_ban_hanh_Quy_dinh_ve_to_chuc_va_quan_ly_lkdtvnn_tai_don_vi_thuoc-truc_thuoc-merged.pdf,DOWNLOADED
2,0477,"Học liệu, truyền thông","Quyết định ban hành Quy chế quản lý, vận hành và cung cấp thông tin trên Cổng Thông tin điện tử của Bộ Giáo dục và Đào tạo",1099/QĐ-BGDĐT,07/05/2026,07/05/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/773 - 1099 QD ban hanh QCQL van hanh va cung cap thong tin tren Cong Thong tin dien tu cua Bo GD&DT.pdf,DOWNLOADED
2,0474,Đào tạo,Quyết định ban hành Chuẩn chương trình đào tạo về đường sắt trình độ đại học,1061/QĐ-BGDĐT,04/05/2026,04/05/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/734 - 1061 QD ban hanh chuan chuong trinh dao tao ve duong sat trinh do dai hoc.pdf,DOWNLOADED
2,0475,Đào tạo,Quyết định ban hành Chuẩn chương trình đào tạo trình độ đại học các ngành về điện hạt nhân,1050/QĐ-BGDĐT,04/05/2026,04/05/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/732 - 1050 QD ban hanh chuan Chuong trinh dao tao trinh do dai hoc cac nganh ve dien hat nhan.pdf,DOWNLOADED
2,0476,"Tổ chức, hành chính","Quyết định công bố thủ tục hành chính được sửa đổi, bổ sung hoặc thay thế; thủ tục hành chính bị bãi bỏ lĩnh vực giáo dục đại học thuộc phạm vi, chức năng quản lý của Bộ Giáo dục và Đào tạo",1060/QĐ-BGDĐT,04/05/2026,04/05/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/733 - 1060 QD cong bo thu tuc HC duoc sua doi BS hoac TT thu tuc HC bi bai bo LVGDDH thuoc PVCNQL cua Bo GD&DT.pdf,DOWNLOADED
2,0468,Tuyển sinh,Quyết định ban hành Quy chế tuyển sinh các ngành đào tạo trình độ đại học hình thức đào tạo chính quy của Đại học Đà Nẵng,1478/QĐ-ĐHĐN,16/04/2026,16/04/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/652 QD ban hanh Quy che TS cac nganh dao tao trinh do dai hoc hinh thuc DTCQ cua DHDN.pdf,DOWNLOADED
3,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0469 Tổ chức, hành chính Thông tư quy định mã số, bổ nhiệm chức danh và xếp lương đối với nhà giáo trong cơ sở giáo dục công lập 31/2026/TT-BGDĐT 14/04/2026 14/04/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0470 Thi đua, khen thưởng Quyết định sửa đổi Quy định về tổ chức xét duyệt và công nhận sáng kiến 1364/QĐ-ĐHĐN 09/04/2026 09/04/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0471 Tổ chức, hành chính Thông tư quy định chuẩn nghề nghiệp giảng viên đại học 26/2026/TT-BGDĐT 09/04/2026 09/04/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0472 Đào tạo Quyết định ban hành Quy định số hóa dữ liệu văn bằng chứng chỉ của các đơn vị thuộc và trực thuộc Đại học Đà Nẵng 1280/QĐ-ĐHĐN 02/04/2026 02/04/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0473 Đảm bảo chất lượng, KĐCL Thông tư quy định về kiểm định chất lượng cơ sở giáo dục đại học 20/2026/TT-BGDĐT 31/03/2026 15/05/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0467 Đào tạo Quyết định công bố thủ tục hành chính mới ban hành; thủ tục hành chính được sửa đổi, bổ sung và thủ tục hành chính bị bãi bỏ lĩnh vực văn bằng, chứng chỉ thuộc phạm vi, chức năng quản lý của Bộ Giáo dục và Đào tạo 754/QĐ-BGDĐT 31/03/2026 31/03/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0464 Tuyển sinh Quyết định công bố thủ tục hành chính được thay thế lĩnh vực thi, tuyển sinh thuộc phạm vi chức năng quản lý của Bộ Giáo dục và Đào tạo 618/QĐ-BGDĐT 18/03/2026 18/03/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0466 Pháp chế Nghị quyết về việc tiếp tục áp dụng văn bản quy định chi tiết, quy định biện pháp cụ thể để tổ chức, hướng dẫn thi hành một số luật đã được sửa đổi, bổ sung hoặc thay thế 10/2026/NQ-CP 10/03/2026 10/03/2026 Chính phủ Nghị quyết Còn hiệu lực 0463 Tuyển sinh Thông tư sửa đổi bổ sung một số điều của Quy chế thi tốt nghiệp trung học phổ thông ban hành theo Thông tư số 24/2024/TT-BGDĐT ngày 24 tháng 12 năm 2024 của Bộ trưởng Bộ Giáo dục và Đào tạo 13/2026/TT-BGDĐT 09/03/2026 09/03/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0465 Khoa học Công nghệ Quyết định về việc sửa đổi, bổ sung một số điều của Quy định Quản lý hoạt động khoa học và công nghệ tại Trường Đại học Bách khoa - Đại học Đà Nẵng ban hành kèm theo Quyết định số 1404/QĐ-ĐHBK ngày 12/5/2021 của Hiệu trưởng Trường Đại học Bách khoa, Đại học Đà Nẵng 1077/QĐ-ĐHBK 06/03/2026 06/03/2026 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1077 QD sua doi BS mot so dieu cua QD QLHD KH&CN tai Truong DHBK  BH kem theo QD so 1404 QD-DHBK ngay 12.5.2021 cua Hieu truong.pdf,DOWNLOADED
3,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
3,0469,"Tổ chức, hành chính","Thông tư quy định mã số, bổ nhiệm chức danh và xếp lương đối với nhà giáo trong cơ sở giáo dục công lập",31/2026/TT-BGDĐT,14/04/2026,14/04/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m4_100000000.5168355PBQPPL_CVD_701978.pdf,DOWNLOADED
3,0470,"Thi đua, khen thưởng",Quyết định sửa đổi Quy định về tổ chức xét duyệt và công nhận sáng kiến,1364/QĐ-ĐHĐN,09/04/2026,09/04/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m4_639120369353666188DHDN_CVDi_QD_1364_ve_sua_doi_quy_dinh_ve_to_chuc_xet_duyet_va_cong_nhan_sang_kien.pdf,DOWNLOADED
3,0471,"Tổ chức, hành chính",Thông tư quy định chuẩn nghề nghiệp giảng viên đại học,26/2026/TT-BGDĐT,09/04/2026,09/04/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m4_100000000.533424PBQPPL_CVD_1270_(26_2026_TT-BGDDT).pdf,DOWNLOADED
3,0472,Đào tạo,Quyết định ban hành Quy định số hóa dữ liệu văn bằng chứng chỉ của các đơn vị thuộc và trực thuộc Đại học Đà Nẵng,1280/QĐ-ĐHĐN,02/04/2026,02/04/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m4_639111767639575014DHDN_CVDi_01.4-Quyet_dinh_so_hoa_VBCC_thay_the.pdf,DOWNLOADED
3,0473,"Đảm bảo chất lượng, KĐCL",Thông tư quy định về kiểm định chất lượng cơ sở giáo dục đại học,20/2026/TT-BGDĐT,31/03/2026,15/05/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m4_100000000.533424PBQPPL_CVD_1208_(20_2026_TT-BGDDT).pdf,DOWNLOADED
3,0467,Đào tạo,"Quyết định công bố thủ tục hành chính mới ban hành; thủ tục hành chính được sửa đổi, bổ sung và thủ tục hành chính bị bãi bỏ lĩnh vực văn bằng, chứng chỉ thuộc phạm vi, chức năng quản lý của Bộ Giáo dục và Đào tạo",754/QĐ-BGDĐT,31/03/2026,31/03/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/519 - 754 QD cong bo thu tuc HC moi BH thu tuc HC duoc sua doi BS va TCHC bi bai bo LVVB CC thuoc PVCNQL cua Bo GDDT.pdf,DOWNLOADED
3,0464,Tuyển sinh,"Quyết định công bố thủ tục hành chính được thay thế lĩnh vực thi, tuyển sinh thuộc phạm vi chức năng quản lý của Bộ Giáo dục và Đào tạo",618/QĐ-BGDĐT,18/03/2026,18/03/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/447 - 618 QD cong bo thu tuc HC duoc thay the linh vuc thi TS thuoc PVCNQL cua Bo GD& DT.pdf,DOWNLOADED
3,0466,Pháp chế,"Nghị quyết về việc tiếp tục áp dụng văn bản quy định chi tiết, quy định biện pháp cụ thể để tổ chức, hướng dẫn thi hành một số luật đã được sửa đổi, bổ sung hoặc thay thế",10/2026/NQ-CP,10/03/2026,10/03/2026,Chính phủ,Nghị quyết,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/486 - 1384 Trien khai NQ so 10.2026 NQ-CP.pdf,DOWNLOADED
3,0463,Tuyển sinh,Thông tư sửa đổi bổ sung một số điều của Quy chế thi tốt nghiệp trung học phổ thông ban hành theo Thông tư số 24/2024/TT-BGDĐT ngày 24 tháng 12 năm 2024 của Bộ trưởng Bộ Giáo dục và Đào tạo,13/2026/TT-BGDĐT,09/03/2026,09/03/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/380 - 13 TT sua doi BS mot so dieu cua QC thi TNTHPT ban hanh kem theo TT so 24.2024TT-BGDDT ngay 24.12.2024 cua BT Bo GD&DT.pdf,DOWNLOADED
3,0465,Khoa học Công nghệ,"Quyết định về việc sửa đổi, bổ sung một số điều của Quy định Quản lý hoạt động khoa học và công nghệ tại Trường Đại học Bách khoa - Đại học Đà Nẵng ban hành kèm theo Quyết định số 1404/QĐ-ĐHBK ngày 12/5/2021 của Hiệu trưởng Trường Đại học Bách khoa, Đại học Đà Nẵng",1077/QĐ-ĐHBK,06/03/2026,06/03/2026,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1077 QD sua doi BS mot so dieu cua QD QLHD KH&CN tai Truong DHBK  BH kem theo QD so 1404 QD-DHBK ngay 12.5.2021 cua Hieu truong.pdf,DOWNLOADED
